Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Qd_bus1,Qd_bus2,Qd_bus3,Qd_bus4,Qd_bus5,Qd_bus6,Qd_bus7,Qd_bus8,Qd_bus9,Qd_bus10,Qd_bus11,Qd_bus12,Qd_bus13,Qd_bus14,Pg_gen1,Pg_gen2,Pg_gen3,Pg_gen4,Pg_gen5,Qg_gen1,Qg_gen2,Qg_gen3,Qg_gen4,Qg_gen5,Vm_bus1,Vm_bus2,Vm_bus3,Vm_bus4,Vm_bus5,Vm_bus6,Vm_bus7,Vm_bus8,Vm_bus9,Vm_bus10,Vm_bus11,Vm_bus12,Vm_bus13,Vm_bus14,Va_bus1,Va_bus2,Va_bus3,Va_bus4,Va_bus5,Va_bus6,Va_bus7,Va_bus8,Va_bus9,Va_bus10,Va_bus11,Va_bus12,Va_bus13,Va_bus14
0.0,23.26455320491603,100.99174709230832,51.24634300437725,8.147954117850777,12.007511331569564,0.0,0.0,31.62692716797341,9.648893034296972,3.7523472911154894,6.539805278801281,14.473339551445457,15.974278467891654,0.0,13.61566017061906,20.36988529462694,-4.181186981528688,1.7153587616527952,8.040744195247477,0.0,0.0,17.796847152147752,6.218175510991382,1.9297786068593945,1.7153587616527952,6.218175510991382,5.360496130164984,196.1449144458402,37.07589091080023,36.79354734776717,0.2188893133986782,16.873001349797047,0.0008304016509129736,24.97972375974132,25.57343907616763,14.423982349832148,9.059647125313939,1.059999868296101,1.0406591501689428,1.0159209189166534,1.0141441732945997,1.0159229635059286,1.0599980342734723,1.0453199033605807,1.0599990662303178,1.0418820119292629,1.037135931324687,1.044793399129376,1.0435986549183076,1.0384081605296624,1.0208119469953827,0.0,-4.061220386270503,-9.907766177183467,-8.714563342471155,-7.500548910775492,-12.935905071440134,-10.874162341881853,-9.337087191305224,-12.981598351422813,-13.28489889888935,-13.247519203945114,-13.822390502517202,-13.854994039205359,-14.462384114929213
0.0,20.955989312244174,90.97023931858993,46.16111931452864,7.339424828251416,10.815994483738928,0.0,0.0,28.488556899133787,8.691424138718782,3.3799982761684153,5.890854138464952,13.037136208078174,14.38913551854554,0.0,12.264565173525392,18.348562070628542,-3.7662837934448055,1.5451420691055615,7.242853448932319,0.0,0.0,16.0308489669702,5.60114000050766,1.7382848277437566,1.5451420691055615,5.60114000050766,4.828568965954879,193.45304170804167,36.54718493108955,24.883720409262363,0.0007153698490241155,4.458924498137705,0.0019647677149029798,23.092285697186394,23.453356162853257,10.182127687377529,7.9748388540306,1.0599996919053816,1.0407989289011885,1.0154780718273748,1.0145952689333693,1.0165667561158274,1.0599970912267345,1.0467709729512156,1.059997307353546,1.0444931992817614,1.040026115948965,1.0465515064181312,1.0453920295636165,1.0406636822618582,1.0252974349939834,0.0,-4.003760244669143,-9.935915905347969,-8.64039538740106,-7.39269707957988,-12.563884823192863,-11.337158354315891,-10.931572686692226,-13.002983077212344,-13.205550418690605,-13.01126722144115,-13.38754674002566,-13.446045048109216,-14.181005448752353
0.0,20.020801148916618,86.91057457271638,44.101119581484525,7.011893489943147,10.333316722021479,0.0,0.0,27.217218151753006,8.303558080195833,3.2291614756317126,5.627967143243842,12.455337120293748,13.747001710546433,0.0,11.717243068720785,17.529733724857866,-3.5982085014181937,1.4761881031459259,6.9196317334965265,0.0,0.0,15.31545157013898,5.351181873903981,1.6607116160391664,1.4761881031459259,5.351181873903981,4.613087822331018,192.17241434813786,36.29789100289603,19.558824341547002,0.00010743829143953144,0.06590539274335272,0.0005347687115060143,22.305614873744876,22.654632238603803,8.460463094612724,7.615531329630122,1.0599999138542624,1.0408562198413795,1.015216266260628,1.0148580640782996,1.0168984802596015,1.0599992973307961,1.0473436737144968,1.0599991684597787,1.0455609370772365,1.0412052446813986,1.0472701902194006,1.046116205223997,1.0415788569818474,1.0271110664931062,0.0,-3.9782190854585986,-9.964112375464376,-8.593927583178965,-7.334480153763912,-12.377406429016265,-11.460130202072362,-11.45413842300832,-12.959915957707688,-13.12463047241055,-12.87331311514111,-13.174708178341502,-13.242612174561492,-14.021812105392604
0.0,21.543984820321363,93.52273594812316,47.456335226330005,7.545358738914395,11.119476036294897,0.0,0.0,29.287905631312455,8.935293243451257,3.4748362613421557,6.056143198339186,13.402939865176887,14.792874369713749,0.0,12.608691576870108,18.863396847285987,-3.8719604054955448,1.588496576613557,7.446077702876048,0.0,0.0,16.480651982365654,5.758300090224143,1.7870586486902515,1.588496576613557,5.758300090224143,4.964051801917365,194.1461258131944,36.68309377784729,27.9333508461382,8.722258229928952e-05,7.648797502483745,0.00026662693301661417,23.559728687352752,23.985065134865767,11.258460922601863,8.206588767793228,1.0599999572164795,1.0407627501422985,1.0155944407723378,1.0144901681249945,1.016406232249111,1.059999560843515,1.0464391910936828,1.059999643859923,1.0438687774905884,1.039325986504382,1.0461248070233211,1.0449408155749442,1.0400995858939317,1.02418658868477,0.0,-4.0184222863789305,-9.928011453882506,-8.65975901224493,-7.4209423046846785,-12.662906381027597,-11.219209549437577,-10.523241331107595,-12.998375649821218,-13.227149978966112,-13.074216642201968,-13.502231674983815,-13.5538985368478,-14.254542526048343
0.0,21.415124101216353,92.96334978500371,47.1724853473798,7.500227795817709,11.05296727804715,0.0,0.0,29.112726312713477,8.881848705573603,3.454052274389735,6.0199196782221085,13.322773058360404,14.7043939681163,0.0,12.53327539564275,18.750569489544272,-3.8488011057485614,1.5789953254353073,7.401540587978003,0.0,0.0,16.382076501391314,5.723858054702989,1.7763697411147208,1.5789953254353073,5.723858054702989,4.934360391985335,193.9942244965163,36.65330165159196,27.264932263896874,7.174455016589195e-05,6.9497837064549275,0.00023762484782432764,23.45662329935543,23.868172307644542,11.02178700259159,8.153305593248831,1.0599999618327316,1.040770805012716,1.0155691171925703,1.0145140513865694,1.0164420659978122,1.059999616242366,1.046514301175204,1.0599996783748418,1.0440079089119612,1.03948149509909,1.0462197227541068,1.0450404925466534,1.0402241678096171,1.0244319807830164,0.0,-4.0152088259562015,-9.929743341891161,-8.655524093860198,-7.414755370814039,-12.64118109364019,-11.245076166385955,-10.612759712011492,-12.999384771503983,-13.222408449380557,-13.060403078780704,-13.477069207448174,-13.530235151046758,-14.238402616832598
0.0,23.499899830998967,102.01339004977433,51.76475630975809,8.230379664313002,12.12898055793495,0.0,0.0,31.94686843384652,9.746502234054871,3.7903064243546725,6.605962625303857,14.619753351082307,16.135875920824176,0.0,13.753397596944096,20.575949160782507,-4.2234843014237775,1.7327115082764217,8.122085195045726,0.0,0.0,17.976881898367875,6.281079217502028,1.9493004468109743,1.7327115082764217,6.281079217502028,5.414723463363817,196.3605066833088,37.11929273550946,37.87476728222073,0.6301284062743405,17.952918672052505,0.0007095189172829418,25.178857810173653,25.805290451909595,14.783076134825393,9.202963987798931,1.0599998874305263,1.0406432902895981,1.0159318601767895,1.0140970418951007,1.015881130158994,1.0599982675444888,1.0451316705956704,1.0599992147558823,1.041540777280074,1.0367735658587396,1.044573946776664,1.0434142172679917,1.0381613822705644,1.0203017163756836,0.0,-4.066654820996369,-9.910366146768501,-8.719365745555779,-7.505946814820372,-12.9398275469779,-10.828444529382176,-9.192672217617305,-12.97281069562749,-13.281600489185369,-13.249082446895969,-13.834699755256365,-13.866590041913838,-14.47446088095077
0.0,23.77138189321066,103.19189743504351,52.362767488270485,8.32546093955765,12.269100331979695,0.0,0.0,32.31593391012509,9.859098481055113,3.834093853743655,6.682277859381799,14.788647721582668,16.322285263080133,0.0,13.912283412155547,20.813652348894127,-4.272276008457215,1.7527286188542424,8.215915400879261,0.0,0.0,18.184559420612764,6.353641243346628,1.9718196962110226,1.7527286188542424,6.353641243346628,5.477276933919507,196.570599647679,37.16244429792873,39.03466279330855,1.3571187461830316,19.078605095557126,0.000634783908850875,25.40899031130345,26.08095724320385,15.144895444251368,9.376974498978726,1.0599998992990134,1.040623415603565,1.0159213608331017,1.0140445044995874,1.0158500749453847,1.0599984261618633,1.0448978153453086,1.0599993088006467,1.0411071456374652,1.036319138391342,1.0442987089448763,1.0432011422940184,1.0378673397554123,1.019685469909073,0.0,-4.072635028379167,-9.916935100643318,-8.723132043974053,-7.508521376042899,-12.922054669320007,-10.776715582834758,-9.037957416725725,-12.958344346895183,-13.270316038270224,-13.236098256057982,-13.827874207122287,-13.860206644207185,-14.477442374178606
0.0,22.565777085979654,97.95835029950617,49.707103442849196,7.903221467900709,11.646852689537885,0.0,0.0,30.67697806619354,9.359078054092945,3.6396414654805898,6.343375125551884,14.038617081139417,15.494473667331654,0.0,13.20669903188671,19.75805366975177,-4.055600490106943,1.6638360985054126,7.79923171174412,0.0,0.0,17.262299521993654,6.031405857082119,1.871815610818589,1.6638360985054126,6.031405857082119,5.1994878078294136,195.35193835083865,36.91966927265644,33.23726372123381,0.0012030238008864792,13.189197603355321,0.0004219246294481163,24.39353496445782,24.91969412431893,13.154243335793062,8.679755626523505,1.0599999326842349,1.0407009430962801,1.0157983558840988,1.014290074476685,1.0161148445626773,1.0599991654064056,1.045805228318725,1.0599994900140302,1.0427299618527917,1.0380619865257987,1.0453554111562118,1.0441465721116139,1.0391044624995862,1.0222129143924208,0.0,-4.043955399405636,-9.914214222298522,-8.693252758103856,-7.4700444611963706,-12.835913080293865,-11.013896779563163,-9.813018488505154,-12.99051784380002,-13.26505413183522,-13.184306375687962,-13.702559873522006,-13.742290936906763,-14.383156694385073
0.0,21.741845634262397,94.38165247684414,47.89217609759182,7.614655613843051,11.221597746716075,0.0,0.0,29.55688692215395,9.01735533218256,3.506749295848774,6.1117630584792915,13.526032998273841,14.928732716613352,0.0,12.724490302079836,19.036639034607628,-3.9075206439457766,1.603085392388011,7.514462776818801,0.0,0.0,16.632010946025613,5.81118454740654,1.8034710664365123,1.603085392388011,5.81118454740654,5.009641851212534,194.3794443981838,36.72885844279258,28.959902365543954,0.00011147444270259938,8.722005851271126,0.0002939945811965643,23.718938376605138,24.164972601599846,11.622928493425933,8.291185925787344,1.0599999528835502,1.0407505030285271,1.0156335084772827,1.0144529191912262,1.016350820616673,1.059999500162874,1.0463217748157003,1.0599996149939837,1.0436532206783178,1.0390855403928316,1.04597817313518,1.044787575640129,1.039907920975882,1.023808297463638,0.0,-4.023359405259855,-9.925348029051783,-8.666257117860427,-7.430445203781783,-12.69630951144029,-11.179480991518998,-10.38576601715032,-12.996834585282866,-13.234448322646859,-13.095459967432577,-13.5409157838878,-13.590277877448806,-14.279361179804063
0.0,20.703450045759276,89.87396287145272,45.60483466300891,7.250977896210622,10.685651636520916,0.0,0.0,28.145243149764916,8.586684350775737,3.3392661364127867,5.819863837747999,12.880026526163606,14.21573298072872,0.0,12.116765694983538,18.127444740526556,-3.720896552002819,1.526521662360131,7.155570292313114,0.0,0.0,15.83766224698636,5.5336410260554745,1.7173368701551475,1.526521662360131,5.5336410260554745,4.770380194875409,193.15514411983887,36.48878707587088,23.573306925296116,0.0008118615438017327,3.0906161704295894,0.002161741895060628,22.89437282127537,23.226500282014253,9.723529399478322,7.884290764893792,1.059999660085659,1.0408151080546186,1.0154288321011409,1.0146392290488824,1.0166350455442206,1.0599969968798602,1.0469074592649783,1.059996959361715,1.0447560774540807,1.0403223567865556,1.0467328080642164,1.0455860983243546,1.0409056682762998,1.0257706211291178,0.0,-3.9974682647491484,-9.939340358955576,-8.632021684935273,-7.380541969833936,-12.521427911314271,-11.387594062512239,-11.106508285150511,-13.004841349431235,-13.196196057072157,-12.984233024754761,-13.33836659245713,-13.399783727868693,-14.149416684227553
